,SMILES,PKM2_inhibition,ERK2_inhibition,inhibits
228,Cc1noc(/C=C/[NH+](C)C)c1S(=O)(=O)N1CCC[C@@H](C(=O)NCc2ccc(F)cc2)C1,0,0,0
229,Cn1c(=O)c2c(nc(C[NH+]3CCN(Cc4ccccc4)CC3)n2CC[NH+]2CCOCC2)n(C)c1=O,0,0,0
230,Cn1c(=O)c2c(nc(C[NH+]3CCN(c4ccccc4)CC3)n2CC[NH+]2CCOCC2)n(C)c1=O,0,0,0
231,Cn1c(=O)oc2cc(S(=O)(=O)NCCC(=O)N3CC=C(c4ccccc4)CC3)ccc21,0,0,0
232,Cn1c(C(=O)NCCC[NH+]2CCN(c3ccccc3F)CC2)cc2c(=O)n(C)c3ccccc3c21,0,0,0
233,Cn1c(SCC(=O)Nc2cccc(NC(=O)c3cccs3)c2)nnc1-c1ccncc1,0,0,0
234,O=C(CCCC(=O)N(CC(=O)NC1CCCCC1)Cc1ccc2c(c1)OCO2)Nc1ccccn1,0,0,0
235,O=C(CCSc1nc(-c2ccc3c(c2)OCO3)cc(C(F)(F)F)n1)NCc1ccco1,0,0,0
236,O=C(CN(c1ccc2c(c1)OCCO2)S(=O)(=O)c1ccccc1)Nc1ccc2c(c1)OCO2,0,0,0
237,O=C(CSc1nc(Nc2ccccc2)nc(N2CCOCC2)n1)Nc1ccc2c(c1)OCCO2,0,0,0
238,O=C(CSc1nnc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)o1)NCc1ccco1,0,0,0
239,O=C(CSc1nnc(-c2ccco2)n1Cc1ccccc1)NC(=O)NCc1ccccc1,0,0,0
240,O=C(NCC(=O)N(Cc1ccc(F)cc1)[C@H](C(=O)NC1CCCC1)c1ccco1)c1ccco1,0,0,0
241,O=C(NCCC[NH+]1CCCC1)c1ccc(CS(=O)(=O)c2ccc(Br)cc2)o1,0,0,0
242,O=C(NCCCn1ccnc1)c1cc(S(=O)(=O)N2CCOCC2)c(Cl)cc1Cl,0,0,0
243,O=C(Nc1c(-c2ccccc2)nc2c(Br)cc(Br)cn12)c1ccco1,0,0,0
244,O=C(Nc1ccccc1N1CCN(C(=O)c2ccc(Cl)cc2)CC1)c1ccc2c(c1)OCO2,0,0,0
245,O=C(Oc1ccc(N(Cc2cccs2)C2=NS(=O)(=O)c3ccccc32)cc1)c1ccco1,0,0,0
246,O=C([C@H]1CCCN(S(=O)(=O)c2cnc[nH]2)C1)N(CCc1ccccc1)Cc1ccccc1,0,0,0
247,O=C([O-])CCCNc1cc(N2CCC3(CC2)OCCO3)c2noc3c2c1C(=O)c1ccccc1-3,0,0,0
248,O=C1CCCCCN1Cc1nnc(SCc2nc3ccccc3s2)n1-c1ccccn1,0,0,0
249,O=C1NC(=O)[C@]2(Cc3ccccc3N3CCN(c4ccccc4)C[C@@H]32)C(=O)N1c1ccccc1,0,0,0
250,O=S(=O)(c1ccc(S(=O)(=O)N2CCCN(Cc3ccccc3)C2)cc1)N1CCCCCC1,0,0,0
251,O=c1c2cc(N3CCOCC3)ccc2[nH]c(=S)n1CCC[NH+]1CCN(c2ccccc2F)CC1,0,0,0
252,C/C=C/Cn1c(SCc2ccc(Cl)cc2)nc2c1c(=O)[nH]c(=O)n2C,0,0,0
253,C=CCn1c(SCC(=O)Nc2cc(C)c(Cl)cc2OC)nnc1-c1ccco1,0,0,0
254,C=CCn1c(SCC2=C(C(=O)OCC)[C@@H](C)NC(=O)N2)nnc1C1CCCCC1,0,0,0
255,CC(=O)N1CCc2ccc(C(=O)C[NH+]3CCN(c4cccc(C)c4C)CC3)cc21,0,0,0
256,CC(=O)NCCn1c(SCC(=O)NCCC2=CCCCC2)nc2ccccc2c1=O,0,0,0
257,CC(=O)Nc1ccc(C(=O)CSc2nnc3scc(-c4ccccc4)n23)cc1,0,0,0
258,CC(=O)Nc1ccc(S(=O)(=O)N(Cc2ccco2)C[C@H]2CCCO2)cc1,0,0,0
259,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(NC(=O)c3ccco3)cc2)cc1,0,0,0
260,CC(C)(C)NC(=O)Cn1c(SCC(=O)NC2CCCCC2)nc2ccccc21,0,0,0
261,CC(C)(C)NC(=O)[C@H](c1ccccc1F)N(Cc1ccco1)C(=O)c1csnn1,0,0,0
262,CC(C)(C)OC(=O)N1CCC[C@H]1c1nnc(SCc2ccc(Cl)cc2Cl)o1,0,0,0
263,CC(C)(C)n1nnnc1[C@@H](c1cccs1)[N@H+](Cc1ccccc1)Cc1ccco1,0,0,0
264,CC(C)C(=O)N1CCN(c2ccccc2NC(=O)Cc2ccc(Cl)cc2)CC1,0,0,0
265,CC(C)CCNC(=O)NC(=O)CSc1nnc(-c2ccccc2F)n1N,0,0,0
266,CC(C)COc1ccc(C(=O)C2=C(O)C(=O)N(CC[NH+](C)C)[C@@H]2c2ccncc2)cc1,0,0,0
267,CC(C)C[C@H](C(=O)Nc1ccc2c(c1)OCCO2)N1C(=O)c2ccccc2C1=O,0,0,0
268,CC(C)Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3ccco3)CC2)cc1,0,0,0
269,CC(C)Cn1c(N)c(C(=O)NCc2cccs2)c2nc3ccccc3nc21,0,0,0
270,CC(C)n1c(SCC(=O)c2ccc3c(c2)OCCO3)nc2c1c(=O)n(C)c(=O)n2C,0,0,0
271,CC([NH2+]C1CC[NH+](Cc2ccccc2)CC1)=C1C(=O)N(C)C(=O)N(C)C1=O,0,0,0
272,CC1=C(C(=O)OCc2ccccc2)[C@@H](c2ccco2)C2=C(CC(C)(C)CC2=O)N1,0,0,0
273,CCC(=O)c1ccc(N2CCN(C(=O)c3ccc(Br)cc3)CC2)c(F)c1,0,0,0
274,CCC(C)(C)n1nnnc1[C@@H](c1cccs1)[N@H+]1CC=C(c2ccc(F)cc2)CC1,0,0,0
275,CCC(CC)COC(=O)[C@@H](C#N)c1nc2ccccc2nc1N1CC[NH+](CC)CC1,0,0,0
276,CCCCCCOC(=O)[C@@H](C#N)c1nc2ccccc2nc1N1CC[NH+](C)CC1,0,0,0
277,CCCCCn1c(N2CCOCC2)nc2c1c(=O)n(CC(N)=O)c(=O)n2C,0,0,0
278,CCCCCn1c(SCCc2ccccc2)nc2c1c(=O)[nH]c(=O)n2C,0,0,0
279,CCCCN(CCCC)S(=O)(=O)c1ccc(C(=O)Nc2nnc(COC)o2)cc1,0,0,0
280,CCCCNC(=O)[C@H]1c2cc(OC)c(OC)cc2C(=O)N(C)[C@@H]1c1ccc(OC)cc1,0,0,0
281,CCCCOC(=O)[C@H]1[C@H]2C(=O)N([C@H](C)c3ccc(OC)cc3)C[C@]23C=C[C@H]1O3,0,0,0
282,CCCC[S@@](=O)C[C@H](COc1ccc(Cl)cc1)OC(=O)c1ccccc1,0,0,0
283,CCCCn1c(SCC(=O)c2ccc3c(c2)OCCO3)nnc1-c1ccoc1C,0,0,0
284,CCCOCCOC(=O)C1=C(C)NC(=O)N[C@@H]1c1cc(Cl)c(O)c(OC)c1,0,0,0
285,CCC[NH+]1[C@@H]2CCC[C@H]1CC(NC(=O)c1cc(OC)c(OC)c(OC)c1)C2,0,0,0
286,CCCn1c(=O)c2ccccc2n2c(SCN3C(=O)c4ccccc4C3=O)nnc12,0,0,0
287,CCCn1c(SCC(=O)Nc2cccc(C(=O)OCC)c2)nnc1-c1ccoc1C,0,0,0
288,CCCn1cc(S(=O)(=O)CC(=O)Nc2ccc(OCC)cc2)c2ccccc21,0,0,0
289,CCN(CC)S(=O)(=O)c1ccc(/C(O)=C(\C#N)c2nc3ccccc3n2C)cc1,0,0,0
290,CCN(CC)S(=O)(=O)c1ccc2nc(COC(=O)c3n[nH]c4ccccc34)[nH]c2c1,0,0,0
291,CCN(CC)c1ccc(NC(=O)[C@H]2CCCN(S(=O)(=O)c3cccnc3)C2)c(C)c1,0,0,0
292,CCN1C(c2ccc(F)cc2)=CS/C1=C(\C#N)c1nnc2n1-c1ccccc1SC2,0,0,0
293,CCOC(=O)CCN(Cc1cccs1)S(=O)(=O)c1ccc(Cl)cc1,0,0,0
294,CCOC(=O)CNC(=O)CSc1nnc(-c2ccco2)n1Cc1ccco1,0,0,0
295,CCOC(=O)CSC1=C(C#N)[C@@H](c2ccc(C)cc2)C2=C(CCCC2=O)N1,0,0,0
296,CCOC(=O)Cc1csc(NC(=O)CS(=O)(=O)Cc2ccccc2)n1,0,0,0
297,CCOC(=O)N1CCC(NC(=O)[C@@H](C)n2c3ccccc3c3cnn(C)c(=O)c32)CC1,0,0,0
298,CCOC(=O)N1CCC(n2c(=S)[nH]c3cc(OC)c(OC)cc3c2=O)CC1,0,0,0
299,CCOC(=O)N1CCN(C(=O)COc2cc(=O)n(C)c3ccccc23)CC1,0,0,0
300,CCOC(=O)N1CCN(C(=O)COc2cc(=O)n(CC)c3ccccc23)CC1,0,0,0
301,CCOC(=O)N1CCN(C(=O)[C@H](NC(=O)C2CCC(C)CC2)C(C)C)CC1,0,0,0
302,CCOC(=O)N1CCN(C(=O)c2cccn3c(=O)c4sccc4nc23)CC1,0,0,0
303,CCOC(=O)N1CCN(c2ncnc3c2oc2nc(C)c4c(c23)CC(C)(C)OC4)CC1,0,0,0
304,CCOC(=O)[C@@H]1C(=O)N(C(=O)c2cncc(Br)c2)C[C@H]1c1ccccc1,0,0,0
305,CCOC(=O)[C@H]1CCCN(C(=O)CN2C(=O)[C@@H](CC)Oc3ccc(C)cc32)C1,0,0,0
306,CCOC(=O)[C@](NC(=O)c1ccccc1OCC)(Nc1ncccn1)C(F)(F)F,0,0,0
307,CCOC(=O)c1cc2c(ccn2C)n1CC(=O)N1CCN(c2ccccc2OC)CC1,0,0,0
308,CCOC(=O)c1ccc(N2C(=O)C(O)=C(C(C)=O)[C@H]2c2ccc(O)c(OC)c2)cc1,0,0,0
309,CCOC(=O)c1cnc(SCC(=O)Nc2cc(OC)cc(OC)c2)nc1N,0,0,0
310,CCOC(=O)c1sc(NC(=O)CSc2nncs2)c(C(=O)OCC)c1C,0,0,0
311,CCOCCCn1c(=S)[nH]c2cc(C(=O)N3CC[NH+](C)CC3)ccc2c1=O,0,0,0
312,CCOCCCn1c(=S)[nH]c2cc(C(=O)NCC[NH+](CC)CC)ccc2c1=O,0,0,0
313,CCOc1cc(NS(=O)(=O)CC)c(OCC)cc1NC(=O)c1ccco1,0,0,0
314,CCOc1ccc(-n2c(Cc3cc(=O)[nH]c(=O)[nH]3)nnc2SCC)cc1,0,0,0
315,CCOc1ccc(N(CC(=O)NC(C)(C)C)S(=O)(=O)c2c(C)noc2C)cc1,0,0,0
316,CCOc1ccc(N(CC)S(=O)(=O)c2ccc3c(c2)oc(=O)n3C)cc1,0,0,0
317,CCOc1ccc(NC(=O)CN2CC[NH+](CC(=O)Nc3ccc(F)c(F)c3)CC2)cc1,0,0,0
318,CCOc1ccc(NC(=O)N2CC=C(n3c(=O)[nH]c4ccccc43)CC2)cc1,0,0,0
319,CCOc1ccc(OCC)c(NC(=O)CCCN2C(=O)c3cccnc3C2=O)c1,0,0,0
320,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-],0,0,0
321,CCOc1ccccc1C(=O)NC1CC[NH+](Cc2nnnn2C2CCCC2)CC1,0,0,0
322,CCOc1ccccc1C[N@@H+](CCc1ccc2c(c1)OCO2)Cc1ccccn1,0,0,0
323,CCOc1nc(-c2ccc(OC)cc2)ccc1-c1noc(-c2ccncc2)n1,0,0,0
324,CC[C@@H](C)NC(=O)c1c(N)n(/N=C/c2ccccn2)c2nc3ccccc3nc12,0,0,0
325,CC[C@@H](C)NC(=O)c1cn(CC)c2ccc(S(=O)(=O)N(C)C)cc2c1=O,0,0,0
326,CC[C@H](c1nnnn1Cc1ccc2c(c1)OCO2)[NH+]1CCN(c2ccccc2)CC1,0,0,0
327,CC[C@](C)(C(=O)NC1CCCCC1)N(Cc1ccco1)C(=O)c1ccc2c(c1)OCO2,0,0,0
328,CC[NH+](CC)CCCNC(=O)[C@@H]1c2ccccc2C(=O)N1Cc1ccc(C)cc1,0,0,0
329,CCc1ccc(N2C(=O)[C@H]3[C@H](ON(c4ccccc4)[C@@H]3c3ccco3)C2=O)cc1,0,0,0
330,CCc1ccccc1-n1c(SCC(=O)N2CCCC2)nnc1-c1ccccn1,0,0,0
331,CCc1nnc(NC(=O)CCC(=O)N2CC[NH+](Cc3ccccc3)CC2)s1,0,0,0
332,CCc1nnc(NC(=O)c2ccc(S(=O)(=O)N(CC)Cc3ccccc3)cc2)o1,0,0,0
333,CCn1c(=O)cc(OCC(=O)N2CCN(C(=O)c3ccco3)CC2)c2ccccc21,0,0,0
334,CCn1c(SCC(=O)NCC(=O)Nc2ccc(F)cc2)nnc1-c1cccs1,0,0,0
335,CCn1c(SCC(=O)Nc2cc(F)ccc2C)nnc1-c1ccccc1O,0,0,0
336,CCn1c2ccccc2c2nnc(SCC(=O)Nc3ccc4c(c3)OCO4)nc21,0,0,0
337,CCn1nnc(-c2ccccc2NC(=O)c2cc(OC)c(OC)c(OC)c2)n1,0,0,0
338,CN(C(=O)COc1nnc(-c2cccs2)c(-c2cccs2)n1)c1ccccc1,0,0,0
339,CN(Cc1ccccc1)C(=O)CCCn1c(=O)[nH]c2cc(Cl)ccc2c1=O,0,0,0
340,CN1CC[NH+](C[C@H](O)COc2ccc(OC[C@@H](O)C[NH+]3CCN(C)CC3)cc2)CC1,0,0,0
341,COC(=O)CSc1nnc(CNC(=O)c2ccco2)n1-c1ccc(F)cc1,0,0,0
342,COC(=O)c1cc2nc(-c3ccc(OC)c(OC)c3)cc(C(F)(F)F)n2n1,0,0,0
343,COC(=O)c1cc2sc(Cl)cc2n1CC(=O)Nc1cccc(SC)c1,0,0,0
344,COC(=O)c1cc2sccc2n1CC(=O)Nc1cc(OC)cc(OC)c1,0,0,0
345,COC(=O)c1cccc(NC(=O)CSc2nc(=O)cc(N)n2-c2ccccc2)c1,0,0,0
346,COC(=O)c1ccccc1NC(=O)CSc1nnc(Cc2ccc(Cl)cc2)o1,0,0,0
347,COC(=O)c1ccccc1NC(=O)C[NH+]1CCC(n2nnc3cc(C)ccc32)CC1,0,0,0
348,COC(=O)c1ccccc1NC(=O)C[NH+]1CCN(C(=O)c2ccco2)CC1,0,0,0
349,COC(=O)c1ccccc1N[C@@H](NC(=O)c1ccco1)C(=O)c1ccc(C)cc1,0,0,0
350,COCCCN1C(=O)C(=O)C(=C([O-])c2ccc(OCC(C)C)cc2)[C@H]1c1cccnc1,0,0,0
351,COCCCNC(=O)CS(=O)(=O)Cc1nc(-c2ccccc2C)oc1C,0,0,0
352,COCCCn1c(-c2ccsc2)nc2c1c(=O)[nH]c(=O)n2Cc1ccccc1,0,0,0
353,COCCNC(=O)CN(c1cc(C(F)(F)F)ccc1Cl)S(C)(=O)=O,0,0,0
354,COCCNC(=O)c1ccc(N2CCCCC2)c(NS(=O)(=O)c2ccc(C)cc2)c1,0,0,0
355,COCCOC(=O)C1=C(C)[NH+]=C2SCCC(=O)N2[C@@H]1/C=C/c1ccccc1,0,0,0
356,COCc1nnc(SCC(=O)N[C@H](C)c2ccccc2)n1-c1ccccc1,0,0,0
357,COCc1nnc(SCC(=O)Nc2cccc(Cl)c2C)n1-c1ccccc1,0,0,0
358,COc1cc(C(=O)NCCC(=O)NC2CCCCCCC2)cc(OC)c1OC,0,0,0
359,COc1cc(C)c(C(=O)Oc2cc(C)c(C(=O)[O-])c(O)c2C)c(OC)c1C,0,0,0
360,COc1cc(CC(=O)Nc2ccc(S(=O)(=O)N(C)C)cc2)cc(OC)c1OC,0,0,0
361,COc1cc(CC2C(=O)N(C)C(=O)N(C)C2=O)ccc1OCc1ccccc1,0,0,0
362,COc1cc(C[NH+]2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)cc(OC)c1OC,0,0,0
363,COc1cc([C@@H]2C(C(N)=O)=C(C)Nc3nc(CCCO)nn32)cc(OC)c1OC,0,0,0
364,COc1cc([C@H]2CC(=O)NC(SCC(=O)Nc3ccccc3C)=C2C#N)ccc1O,0,0,0
365,COc1ccc(-c2nc(C[S@](=O)CC(=O)NCc3ccc(Cl)cc3)c(C)o2)cc1,0,0,0
366,COc1ccc(-c2nc3cc(NC(=O)c4ccc5c(c4)OCO5)ccc3o2)cc1,0,0,0
367,COc1ccc(-c2nc3ccccc3c(=O)n2CCC[NH+]2CCOCC2)cc1,0,0,0
368,COc1ccc(-c2nnc(SCc3nnc(-c4ccccc4)o3)n2C)cc1OC,0,0,0
369,COc1ccc(-c2noc(CCC(=O)N3CC[NH+](Cc4ccccc4)CC3)n2)cc1,0,0,0
370,COc1ccc(-n2ccnc2SCC(=O)NCc2ccc3c(c2)OCO3)cc1,0,0,0
371,COc1ccc(C(=O)N(CCCO)Cc2cc3c(C)ccc(C)c3[nH]c2=O)cc1OC,0,0,0
372,COc1ccc(C(=O)N(Cc2nc(-c3ccc(C)cc3)no2)C(C)C)cc1OC,0,0,0
373,COc1ccc(C(=O)Nc2ccc(S(=O)(=O)Nc3onc(C)c3C)cc2)cc1,0,0,0
374,COc1ccc(C2=NO[C@@H]3C(=O)N(c4ccc(C)cc4C)C(=O)[C@H]23)cc1OC,0,0,0
375,COc1ccc(CCN(C)C(=O)CN2C(=O)c3ccccc3S2(=O)=O)cc1OC,0,0,0
376,COc1ccc(CCN2C(=O)C[C@@H]([NH2+]Cc3ccc4c(c3)OCO4)C2=O)cc1OC,0,0,0
377,COc1ccc(CNC(=O)COC(=O)c2n[nH]c3ccccc23)cc1OC,0,0,0
378,COc1ccc(CNc2n[nH]c(NCc3ccc(OC)c(OC)c3)n2)cc1OC,0,0,0
379,COc1ccc(CNc2nc(-c3cccnc3)nn2C(=O)c2cccs2)cc1,0,0,0
380,COc1ccc(N(Cc2cc3cc(OC)ccc3[nH]c2=O)S(C)(=O)=O)cc1,0,0,0
381,COc1ccc(NC(=O)CCNC(=O)Cn2ccc3ccccc3c2=O)c(OC)c1,0,0,0
382,COc1ccc(NC(=O)CS[C@@H]2CC(=O)N(c3ccc4c(c3)OCCO4)C2=O)cc1,0,0,0
383,COc1ccc(NC(C)=O)cc1NC(=O)CCn1c(=O)sc2ccccc21,0,0,0
384,COc1ccc(OC)c(NC(=O)CSc2nnc(C)n2Cc2ccccc2)c1,0,0,0
385,COc1ccc(OC)c(NC(=O)c2nnn(Cc3ccccc3C)c2N)c1,0,0,0
386,COc1ccc(OC)c([C@H](c2nnnn2C[C@H]2CCCO2)[NH+]2CCN(C)CC2)c1,0,0,0
387,COc1ccc(S(=O)(=O)N(C)c2ccc(C(=O)N3CCOCC3)cc2)cc1OC,0,0,0
388,COc1ccc(S(=O)(=O)N2CCC(C(=O)N3CCc4ccccc4C3)CC2)cc1,0,0,0
389,COc1ccc([C@@H]2C(C(N)=O)=C(C)Nc3nc(-c4ccccc4)nn32)cc1OC,0,0,0
390,COc1ccc([C@@H]2C[C@H](C(F)(F)F)n3nc(CO)c(Cl)c3N2)cc1OC,0,0,0
391,COc1ccc2cc3cc(C(=O)Nc4ccccc4N4CC[NH+](C)CC4)oc3nc2c1,0,0,0
392,COc1cccc(C(=O)N(Cc2ccc(N(C)C)cc2)[C@@H]2CCS(=O)(=O)C2)c1,0,0,0
393,COc1cccc(C(=O)Nc2ccc(S(=O)(=O)Nc3onc(C)c3C)cc2)c1,0,0,0
394,COc1cccc(NC(=O)c2nnn(Cc3ccc(Br)cc3F)c2N)c1,0,0,0
395,COc1cccc(OC)c1NC(=O)[C@H]1CCCN1C(=O)NCc1ccccc1,0,0,0
396,COc1cccc([C@H]2NC(=O)NC(C)=C2C(=O)Nc2cc(OC)ccc2OC)c1,0,0,0
397,COc1cccc2cc(C(=O)Nc3cccnc3N3CCOCC3)c(=O)oc12,0,0,0
398,COc1ccccc1N1CCN(C(=O)c2ccccc2Oc2ccccc2)CC1,0,0,0
399,COc1ccccc1N1CCN(S(=O)(=O)C[C@]23CC[C@H](CC2=O)C3(C)C)CC1,0,0,0
400,COc1ccccc1NC(=O)C[NH+]1CCN(C2c3ccccc3-c3ccccc32)CC1,0,0,0
401,COc1ccccc1Nc1nc(N)nc(CSc2nc(C)cc(C)n2)n1,0,0,0
402,COc1ccccc1S(=O)(=O)Cc1ccc(C(=O)NCc2ccc3c(c2)OCO3)o1,0,0,0
403,COc1ccccc1[C@@H]1C(C(N)=O)=C(C)Nc2nc(-c3ccccc3Cl)nn21,0,0,0
404,CS(=O)(=O)N(C(=O)[N-]C(=O)N[C@@H]1CCS(=O)(=O)C1)C1CCCCC1,0,0,0
405,CS(=O)(=O)N1CCc2cc(-c3csc(NC(=O)Cc4cccs4)n3)ccc21,0,0,0
406,CS(=O)(=O)Nc1ccc(C(=O)Nc2ccccc2C(=O)N2CCCC2)cc1,0,0,0
407,C[C@@H]1C=C[C@](Cc2ccccc2)(C(=O)NCC2CC2)N1C(=O)c1ccccc1,0,0,0
408,C[C@@H]1Cc2ccccc2N1C(=O)CSc1nnc(CSc2ncccn2)n1C,0,0,0
409,C[N@H+]1CSC2=C(C#N)[C@@H](c3cccc(OCc4ccccc4)c3)CC(=O)N2C1,0,0,0
410,C[NH+]1CCN(S(=O)(=O)c2ccc(NC(=O)Nc3cccc(Cl)c3)cc2)CC1,0,0,0
411,Cc1[nH]c(=O)[nH]c(=O)c1NC(=O)CSc1ncccc1-c1nc2ccccc2[nH]1,0,0,0
412,Cc1c(/N=C/C=C2\N(C)c3ccccc3C2(C)C)c(=O)n(-c2ccccc2)n1C,0,0,0
413,Cc1c(N2C(=O)[C@@H](C)S[C@@]23C(=O)Nc2ccccc23)c(=O)n(-c2ccccc2)n1C,0,0,0
414,Cc1c(NS(=O)(=O)c2ccc3c(c2)n(C)c(=O)n3C)c(=O)n(-c2ccccc2)n1C,0,0,0
415,Cc1cc(C(=O)Cn2nnc3ccccc3c2=O)c(C)n1Cc1cccs1,0,0,0
416,Cc1cc(C)cc(NC(=O)CN(C)S(=O)(=O)c2cccc3nsnc23)c1,0,0,0
417,Cc1cc(C)n(-c2nc3c(c(=O)[nH]c(=O)n3C)n2C[C@H](O)COc2ccccc2)n1,0,0,0
418,Cc1cc(Cl)c(S(=O)(=O)Nc2ccc3c(c2)OCO3)cc1OCC(N)=O,0,0,0
419,Cc1cc(NC(=O)c2cc3n(n2)[C@@H](C(F)(F)F)C[C@@H](c2ccco2)N3)no1,0,0,0
420,Cc1cc2nc(NC3=NC[N@H+](CCN4CCOCC4)CN3)nc(C)c2cc1C,0,0,0
421,Cc1ccc(-n2c(SCC(=O)N3CCOCC3)nnc2-c2cccnc2)cc1C,0,0,0
422,Cc1ccc(C)c(N2CCN(C(=O)CN(C)S(=O)(=O)c3cnc[nH]3)CC2)c1,0,0,0
423,Cc1ccc(Cn2c(C[N@H+](C)Cc3ccccc3)nc3c2c(=O)n(C)c(=O)n3C)cc1,0,0,0
424,Cc1ccc(Cn2nc(C)c(NC(=O)c3cc(-c4ccco4)on3)c2C)cc1,0,0,0
425,Cc1ccc(NC(=O)CN(C)C(=O)CCCN2C(=O)c3ccccc3C2=O)cc1,0,0,0
